article,timestamp,size,user
Domestic violence in South Africa,2014-04-21,10759,Tkd9422
Domestic violence in South Africa,2014-04-21,10775,Tkd9422
Domestic violence in South Africa,2014-04-21,10777,Tkd9422
Domestic violence in South Africa,2014-04-21,10779,Tkd9422
Domestic violence in South Africa,2014-04-21,10892,Tkd9422
Domestic violence in South Africa,2014-04-21,10897,Philg88
Domestic violence in South Africa,2014-04-21,11634,Tkd9422
Domestic violence in South Africa,2014-04-22,11673,Swaugaman
Domestic violence in South Africa,2014-04-28,11658,Tkd9422
Domestic violence in South Africa,2014-04-28,11674,Tkd9422
Domestic violence in South Africa,2014-04-28,11678,Tkd9422
Domestic violence in South Africa,2014-04-28,11682,Tkd9422
Domestic violence in South Africa,2014-04-28,11685,Tkd9422
Domestic violence in South Africa,2014-04-28,11688,Tkd9422
Domestic violence in South Africa,2014-04-28,11689,Tkd9422
Domestic violence in South Africa,2014-04-28,11948,Tkd9422
Domestic violence in South Africa,2014-04-28,12038,Tkd9422
Domestic violence in South Africa,2014-04-28,12300,Tkd9422
Domestic violence in South Africa,2014-04-28,12301,Tkd9422
Domestic violence in South Africa,2014-04-28,12392,Tkd9422
Domestic violence in South Africa,2014-04-28,12392,Tkd9422
Domestic violence in South Africa,2014-04-28,12402,Tkd9422
Domestic violence in South Africa,2014-04-28,12500,Tkd9422
Domestic violence in South Africa,2014-04-28,12729,Tkd9422
Domestic violence in South Africa,2014-04-28,12821,Tkd9422
Domestic violence in South Africa,2014-04-28,12821,Tkd9422
Domestic violence in South Africa,2014-04-28,12836,Dwanyewest
Domestic violence in South Africa,2014-04-28,12864,Dwanyewest
Domestic violence in South Africa,2014-04-28,12864,Dwanyewest
Domestic violence in South Africa,2014-04-28,13016,Tkd9422
Domestic violence in South Africa,2014-04-28,13138,Tkd9422
Domestic violence in South Africa,2014-04-28,13193,Tkd9422
Domestic violence in South Africa,2014-04-28,13194,Tkd9422
Domestic violence in South Africa,2014-04-28,13196,Tkd9422
Domestic violence in South Africa,2014-04-28,13203,Tkd9422
Domestic violence in South Africa,2014-04-28,13218,Tkd9422
Domestic violence in South Africa,2014-04-28,13218,Tkd9422
Domestic violence in South Africa,2014-04-28,13219,Tkd9422
Domestic violence in South Africa,2014-04-28,13233,Tkd9422
Domestic violence in South Africa,2014-04-28,13234,Tkd9422
Domestic violence in South Africa,2014-04-28,13242,Tkd9422
Domestic violence in South Africa,2014-04-28,13260,Tkd9422
Domestic violence in South Africa,2014-04-28,13292,Tkd9422
Domestic violence in South Africa,2014-04-28,13568,Tkd9422
Domestic violence in South Africa,2014-04-28,14210,Tkd9422
Domestic violence in South Africa,2014-04-28,14449,Tkd9422
Domestic violence in South Africa,2014-04-28,14954,Tkd9422
Domestic violence in South Africa,2014-04-28,15354,Tkd9422
Domestic violence in South Africa,2014-04-28,16057,Tkd9422
Domestic violence in South Africa,2014-04-28,16057,Tkd9422
Domestic violence in South Africa,2014-04-28,16059,Tkd9422
Domestic violence in South Africa,2014-04-28,16061,Tkd9422
Domestic violence in South Africa,2014-04-28,16062,Tkd9422
Domestic violence in South Africa,2014-04-28,16294,Tkd9422
Domestic violence in South Africa,2014-04-28,16302,Tkd9422
Domestic violence in South Africa,2014-04-28,17867,Tkd9422
Domestic violence in South Africa,2014-04-28,17895,Tkd9422
Domestic violence in South Africa,2014-04-28,17904,Tkd9422
Domestic violence in South Africa,2014-04-28,17905,Tkd9422
Domestic violence in South Africa,2014-04-28,17908,Tkd9422
Domestic violence in South Africa,2014-04-28,17913,Tkd9422
Domestic violence in South Africa,2014-04-28,17917,Tkd9422
Domestic violence in South Africa,2014-04-28,17953,Tkd9422
Domestic violence in South Africa,2014-04-29,18616,Tkd9422
Domestic violence in South Africa,2014-04-29,18628,Tkd9422
Domestic violence in South Africa,2014-04-29,19291,Tkd9422
Domestic violence in South Africa,2014-04-29,19858,Tkd9422
Domestic violence in South Africa,2014-04-29,19977,Tkd9422
Domestic violence in South Africa,2014-04-29,19978,Tkd9422
Domestic violence in South Africa,2014-04-29,19979,Tkd9422
Domestic violence in South Africa,2014-04-29,19982,Tkd9422
Domestic violence in South Africa,2014-04-29,20233,Arjayay
Domestic violence in South Africa,2014-04-29,20235,Tkd9422
Domestic violence in South Africa,2014-05-01,20258,Woohookitty
Domestic violence in South Africa,2014-05-03,20265,Rn'B
Domestic violence in South Africa,2014-05-12,20294,BerikG
Domestic violence in South Africa,2014-05-15,20490,GoingBatty
Domestic violence in South Africa,2014-05-17,14463,Nikkimaria
Domestic violence in South Africa,2014-05-30,14463,L235
Domestic violence in South Africa,2014-05-30,14539,Caretaker11081
Domestic violence in South Africa,2014-06-09,14460,Moswento
Domestic violence in South Africa,2014-08-03,14277,BethNaught
Domestic violence in South Africa,2014-09-27,14267,105.229.184.238
Domestic violence in South Africa,2014-09-27,14272,105.229.184.238
Domestic violence in South Africa,2014-10-22,13972,196.36.63.38
Domestic violence in South Africa,2015-01-16,13016,Derek R Bullamore
Domestic violence in South Africa,2015-01-16,14011,Dwanyewest
Domestic violence in South Africa,2015-01-16,14321,Derek R Bullamore
Domestic violence in South Africa,2015-02-27,14322,ArtvarkAngie
Domestic violence in South Africa,2015-02-27,14573,ArtvarkAngie
Domestic violence in South Africa,2015-03-22,14238,Dwanyewest
Domestic violence in South Africa,2015-04-13,14238,2A02:2F0A:508F:FFFF:0:0:BC1A:5AFD
Domestic violence in South Africa,2015-04-13,14238,2A02:2F0A:508F:FFFF:0:0:BC1A:5AFD
Domestic violence in South Africa,2015-04-13,14303,2A02:2F0A:508F:FFFF:0:0:BC1A:5AFD
Domestic violence in South Africa,2015-04-13,14304,2A02:2F0A:508F:FFFF:0:0:BC1A:5AFD
Domestic violence in South Africa,2015-04-13,14304,2A02:2F0A:508F:FFFF:0:0:BC1A:5AFD
Domestic violence in South Africa,2015-05-10,14300,197.78.176.179
Domestic violence in South Africa,2015-08-26,14300,Wavelength
Domestic violence in South Africa,2015-10-13,14366,Anthere
Duration (music),2014-04-04,2868,مانفی
Duration (music),2014-05-20,2919,110.175.175.253
Duration (music),2014-07-02,2785,CalystaMorgan
Duration (music),2014-07-02,2793,CalystaMorgan
Duration (music),2014-07-02,2794,CalystaMorgan
Duration (music),2014-07-15,2793,115.115.144.134
Duration (music),2014-11-19,2806,Nick Number
Duration (music),2015-03-05,2818,Forbes72
Duration (music),2015-10-15,2884,Anthere
Duration (music),2015-11-30,2884,Crh23
Duration (music),2015-11-30,2903,86.11.21.135
Energy in South Africa,2014-01-15,13195,WhoU123
Energy in South Africa,2014-01-15,13248,WhoU123
Energy in South Africa,2014-03-06,13472,Watti Renew
Energy in South Africa,2014-03-06,13693,Watti Renew
Energy in South Africa,2014-05-12,13472,197.87.84.28
Energy in South Africa,2014-06-05,13498,Discott
Energy in South Africa,2014-07-02,13755,197.87.49.166
Energy in South Africa,2014-07-03,13869,Nuveshen
Energy in South Africa,2014-09-11,13678,Ohnoitsjamie
Energy in South Africa,2014-09-11,14019,Factsearch
Energy in South Africa,2014-09-11,14020,Factsearch
Energy in South Africa,2015-03-26,13498,Mohammed.kharva
Energy in South Africa,2015-03-27,13678,Andynct
Energy in South Africa,2015-03-30,14031,Andynct
Energy in South Africa,2015-04-21,14230,Jorie01
Energy in South Africa,2015-04-22,14034,Andynct
Energy in South Africa,2015-04-24,14040,Andynct
Energy in South Africa,2015-06-08,14040,Andynct
Energy in South Africa,2015-06-08,14041,101.171.255.251
Energy in South Africa,2015-06-08,14566,Andynct
Energy in South Africa,2015-07-15,14582,Discott
Energy in South Africa,2015-08-10,15970,Discott
Energy in South Africa,2015-08-12,15996,Discott
Energy in South Africa,2015-08-12,15998,Discott
Energy in South Africa,2015-08-18,15983,Andynct
Energy in South Africa,2015-08-18,16019,Niceguyedc
Energy in South Africa,2015-09-21,15982,197.245.162.194
Energy in South Africa,2015-10-07,16109,Andynct
Energy in South Africa,2015-10-07,16140,Koleksed
Energy in South Africa,2015-10-07,16140,Koleksed
Energy in South Africa,2015-10-07,16143,Koleksed
Energy in South Africa,2015-10-07,16149,Koleksed
Energy in South Africa,2015-10-07,16161,Koleksed
Energy in South Africa,2015-10-12,15651,GermanJoe
Energy in South Africa,2015-10-12,15810,GermanJoe
Energy in South Africa,2015-10-14,16529,Andynct
Food group,2014-01-09,6310,93.107.14.170
Food group,2014-01-27,6326,94.185.131.90
Food group,2014-02-12,6398,5.57.6.14
Food group,2014-02-22,6478,Lauren.g11
Food group,2014-02-28,6489,142.134.92.75
Food group,2014-03-06,6321,71.227.191.218
Food group,2014-03-06,6409,71.227.191.218
Food group,2014-03-18,6319,Wikid77
Food group,2014-05-05,6318,2.97.99.2
Food group,2014-05-05,6319,Vieque
Food group,2014-06-01,6730,SusanLesch
Food group,2014-06-01,6770,SusanLesch
Food group,2014-06-01,6795,SusanLesch
Food group,2014-06-03,6848,SusanLesch
Food group,2014-06-26,6848,K6ka
Food group,2014-06-26,6850,71.203.34.105
Food group,2014-07-07,5661,82.28.61.121
Food group,2014-07-10,6848,Flyer22 Reborn
Food group,2014-08-07,6827,SusanLesch
Food group,2014-08-07,6827,SusanLesch
Food group,2014-08-21,6777,209.66.194.30
Food group,2014-09-04,6827,212.16.177.180
Food group,2014-09-04,6843,212.16.177.180
Food group,2014-09-04,6849,212.16.177.180
Food group,2014-09-14,6836,81.108.25.191
Food group,2014-10-09,6843,Natasha Ashley777
Food group,2014-10-09,6990,Natasha Ashley777
Food group,2014-10-22,7001,195.212.29.89
Food group,2014-11-09,6999,90.245.56.168
Food group,2014-11-10,7066,Millatery2
Food group,2014-11-11,7099,Silvermercury
Food group,2014-12-02,7034,86.132.157.226
Food group,2015-01-09,7077,Light show
Food group,2015-02-02,6919,Jonathan Barrett
Food group,2015-02-02,6962,Jonathan Barrett
Food group,2015-04-18,6919,Widr
Food group,2015-04-18,6931,217.93.151.92
Food group,2015-05-28,6933,Karlyboy
Food group,2015-09-15,6945,86.179.198.129
Food group,2015-09-15,6947,Mean as custard
Food group,2015-09-15,6971,Zeeshan Usama
Frances Baard,2014-09-17,9119,Ohconfucius
Frances Baard,2015-10-15,9172,Anthere
Frances Baard,2015-12-28,8773,JJMC89
Free State (province),2014-01-31,19846,KylieTastic
Free State (province),2014-02-04,19865,HelenOnline
Free State (province),2014-02-11,19905,209.203.38.138
Free State (province),2014-02-12,19905,Fanchen1988
Free State (province),2014-03-25,19990,201.220.215.14
Free State (province),2014-04-20,19905,Htonl
Free State (province),2014-04-20,19990,62.14.233.237
Free State (province),2014-04-20,19990,Htonl
Free State (province),2014-05-10,19886,Chichiway
Free State (province),2014-05-10,19905,Dodger67
Free State (province),2014-05-14,19905,201.220.215.11
Free State (province),2014-05-14,20467,181.225.242.246
Free State (province),2014-05-14,20467,Dodger67
Free State (province),2014-07-08,20448,HelenOnline
Free State (province),2014-07-08,20449,HelenOnline
Free State (province),2014-07-08,20529,194.74.240.6
Free State (province),2014-07-08,20573,HelenOnline
Free State (province),2014-08-05,20449,Nicdb
Free State (province),2014-08-06,20653,Greenman
Free State (province),2014-08-07,20454,Htonl
Free State (province),2014-08-26,20493,Biggs ZA
Free State (province),2014-08-26,20533,Biggs ZA
Free State (province),2014-08-26,20547,Biggs ZA
Free State (province),2014-08-26,20549,Biggs ZA
Free State (province),2014-09-17,20740,KobiePieters
Free State (province),2014-09-18,20583,Bgwhite
Free State (province),2014-11-15,20358,Htonl
Free State (province),2014-12-17,20443,Katangais
Free State (province),2014-12-17,20448,Katangais
Free State (province),2014-12-17,20521,Katangais
Free State (province),2014-12-17,20524,Katangais
Free State (province),2014-12-17,20616,Katangais
Free State (province),2014-12-17,20622,Katangais
Free State (province),2014-12-17,20624,Katangais
Free State (province),2014-12-17,20627,Katangais
Free State (province),2014-12-18,20654,Katangais
Free State (province),2014-12-24,20654,Dodger67
Free State (province),2014-12-24,20658,70.15.32.83
Free State (province),2015-03-13,20710,50.53.89.189
Free State (province),2015-03-25,20710,197.245.66.36
Free State (province),2015-04-15,20710,Mrceleb2007
Free State (province),2015-07-05,20896,FierceJake754
Free State (province),2015-08-02,20901,MB298
Free State (province),2015-08-11,20900,Nicdb
Free State (province),2015-09-13,20806,Frietjes
Free State (province),2015-09-13,20900,Frietjes
Free State (province),2015-09-22,20807,87.153.14.106
Free State (province),2015-10-15,20873,Anthere
Free State (province),2015-10-25,21006,FierceJake754
Free State (province),2015-12-15,21056,Xufanc
Free State (province),2015-12-20,21056,181.64.231.175
Free State (province),2015-12-31,21073,TheMightyPeanut
Freedom Day (South Africa),2014-01-08,1105,92.96.141.18
Freedom Day (South Africa),2014-01-08,1143,92.96.141.18
Freedom Day (South Africa),2014-01-08,1145,DUCKISJAMMMY
Freedom Day (South Africa),2014-01-08,1145,DUCKISJAMMMY
Freedom Day (South Africa),2014-01-08,1145,Gilliam
Freedom Day (South Africa),2014-01-08,1160,92.96.141.18
Freedom Day (South Africa),2014-02-14,1145,Rmosler2100
Freedom Day (South Africa),2014-02-14,1177,92.99.232.102
Freedom Day (South Africa),2014-03-01,1145,Htonl
Freedom Day (South Africa),2014-03-01,1189,94.59.250.88
Freedom Day (South Africa),2014-03-01,1198,94.59.250.88
Freedom Day (South Africa),2014-04-08,1161,196.21.15.9
Freedom Day (South Africa),2014-04-27,1259,66.51.32.44
Freedom Day (South Africa),2014-04-27,1259,Gerald Ferreira
Freedom Day (South Africa),2014-04-27,1388,41.133.179.185
Freedom Day (South Africa),2014-05-05,1260,SuperHamster
Freedom Day (South Africa),2014-05-05,1272,41.134.215.146
Freedom Day (South Africa),2014-05-05,1276,41.134.215.146
Freedom Day (South Africa),2014-05-08,1146,HelenOnline
Freedom Day (South Africa),2014-05-12,1222,NJR ZA
Freedom Day (South Africa),2014-05-12,1264,NJR ZA
Freedom Day (South Africa),2014-05-19,1264,Gilliam
Freedom Day (South Africa),2014-05-19,1294,92.96.203.231
Freedom Day (South Africa),2015-02-25,1536,Dunker3
Freedom Day (South Africa),2015-02-27,1536,Dl2000
Freedom Day (South Africa),2015-03-02,1491,Axxter99
Freedom Day (South Africa),2015-03-09,1415,Magioladitis
Freedom Day (South Africa),2015-04-19,1419,Knyzna1
Freedom Day (South Africa),2015-04-22,1442,GrahamDo
Freedom Day (South Africa),2015-04-26,1295,105.210.26.251
Freedom Day (South Africa),2015-04-27,1279,Awbiehler
Freedom Day (South Africa),2015-04-27,1299,Kasidev
Freedom Day (South Africa),2015-04-27,1602,Kasidev
Freedom Day (South Africa),2015-06-19,1605,Marcocapelle
Freedom Day (South Africa),2015-07-28,1608,Marcocapelle
Freedom Day (South Africa),2015-07-28,1609,Marcocapelle
Freedom Day (South Africa),2015-08-10,1609,105.226.92.107
Freedom Day (South Africa),2015-08-10,1621,105.226.92.107
Freedom Day (South Africa),2015-09-14,1612,105.184.114.223
Freedom Day (South Africa),2015-10-20,1678,Anthere
Gana and Gwi people,2014-02-02,1382,HelenOnline
Gana and Gwi people,2014-02-02,1394,HelenOnline
Gana and Gwi people,2014-02-02,1394,Kwamikagami
Gana and Gwi people,2014-02-02,1417,Kwamikagami
Gana and Gwi people,2014-02-02,1425,Kwamikagami
Gana and Gwi people,2014-02-03,1448,Kwamikagami
Gana and Gwi people,2015-06-02,1446,Fiona Burness
Gana and Gwi people,2015-06-02,1514,Fiona Burness
Gana and Gwi people,2015-06-02,1516,Fiona Burness
Gana and Gwi people,2015-06-02,1516,Fiona Burness
Gana and Gwi people,2015-08-20,1546,Abrahamic Faiths
Gana and Gwi people,2015-11-06,1567,RJFJR
Gender stereotypes,2014-11-08,25,Fgnievinski
Gender stereotypes,2014-11-08,44,Fgnievinski
Griqua people,2014-01-09,11401,Paradies
Griqua people,2014-01-09,11415,Paradies
Griqua people,2014-02-18,11485,Abu Shawka
Griqua people,2014-02-18,11485,Abu Shawka
Griqua people,2014-03-15,11495,Solar-Wind
Griqua people,2014-12-29,11550,Katangais
Griqua people,2015-04-17,11580,EamonnPKeane
Griqua people,2015-04-18,11582,Deflective
Griqua people,2015-06-17,11731,EamonnPKeane
Griqua people,2015-07-14,11706,Pgan002
Griqua people,2015-07-14,11716,Pgan002
Griqua people,2015-08-13,11688,Gob Lofa
Griqua people,2015-10-13,11754,Anthere
Griqua people,2015-11-23,11758,Roisterer
Healthcare in South Africa,2014-01-30,13937,94.195.118.128
Healthcare in South Africa,2014-03-06,13937,Fraggle81
Healthcare in South Africa,2014-03-06,13945,196.11.235.235
Healthcare in South Africa,2014-05-22,13934,198.111.71.11
Healthcare in South Africa,2014-05-23,13983,41.160.150.196
Healthcare in South Africa,2014-05-23,14027,41.160.150.196
Healthcare in South Africa,2014-06-26,16584,Amserstam
Healthcare in South Africa,2014-06-26,18723,Amserstam
Healthcare in South Africa,2014-06-26,21836,Amserstam
Healthcare in South Africa,2014-06-30,22986,82.211.83.9
Healthcare in South Africa,2014-07-01,23177,Demoniccathandler
Healthcare in South Africa,2014-07-01,23390,Demoniccathandler
Healthcare in South Africa,2014-09-08,21387,173.160.49.238
Healthcare in South Africa,2014-09-14,21388,213.67.251.253
Healthcare in South Africa,2014-09-29,21397,Dodger67
Healthcare in South Africa,2014-10-01,21396,GuyHimGuy
Healthcare in South Africa,2014-11-02,21392,75.118.100.230
Healthcare in South Africa,2015-02-06,21392,70.50.153.183
Healthcare in South Africa,2015-02-06,21392,70.50.153.183
Healthcare in South Africa,2015-02-14,21393,EricEnfermero
Healthcare in South Africa,2015-02-14,21395,69.144.113.146
Healthcare in South Africa,2015-02-23,21431,CaroleHenson
Healthcare in South Africa,2015-05-26,21432,Dthomsen8
Healthcare in South Africa,2015-08-28,20916,AWildAppeared
Healthcare in South Africa,2015-08-28,21425,AWildAppeared
Healthcare in South Africa,2015-08-28,21442,AWildAppeared
Healthcare in South Africa,2015-08-28,21456,AWildAppeared
Healthcare in South Africa,2015-09-12,23461,Mikael Häggström
Healthcare in South Africa,2015-09-12,23628,Mikael Häggström
Healthcare in South Africa,2015-09-12,23661,Dodger67
Healthcare in South Africa,2015-09-12,23662,Dodger67
Healthcare in South Africa,2015-09-12,23670,Dodger67
Healthcare in South Africa,2015-09-12,23670,Dodger67
Healthcare in South Africa,2015-10-13,23736,Anthere
Healthcare in South Africa,2015-10-17,23736,Srednuas Lenoroc
Healthcare in South Africa,2015-11-28,13828,Rathfelder
Healthcare in South Africa,2015-11-28,13857,Rathfelder
Healthcare in South Africa,2015-11-29,11522,Rathfelder
Healthcare in South Africa,2015-11-29,11592,Rathfelder
Healthcare in South Africa,2015-11-29,11733,Rathfelder
Healthcare in South Africa,2015-11-29,12234,Rathfelder
Healthcare in South Africa,2015-11-29,12301,Rathfelder
Healthcare in South Africa,2015-11-29,12352,Rathfelder
Healthcare in South Africa,2015-11-29,12430,Rathfelder
Healthcare in South Africa,2015-11-29,12864,Rathfelder
Healthcare in South Africa,2015-11-29,12908,Dodger67
Healthcare in South Africa,2015-11-29,13695,Rathfelder
Healthcare in South Africa,2015-11-29,13954,Rathfelder
Healthcare in South Africa,2015-12-30,13025,Fred wander
Heritage Day (South Africa),2014-05-16,5150,69.62.33.150
Heritage Day (South Africa),2014-05-16,5151,69.62.33.150
Heritage Day (South Africa),2014-06-14,3310,Dl2000
Heritage Day (South Africa),2014-09-14,3309,41.162.26.178
Heritage Day (South Africa),2014-09-17,3309,147.110.251.38
Heritage Day (South Africa),2014-09-17,3386,147.110.251.38
Heritage Day (South Africa),2014-09-17,3478,147.110.251.38
Heritage Day (South Africa),2014-09-24,3744,Inayity
Heritage Day (South Africa),2014-09-24,3771,CajunGypsy
Heritage Day (South Africa),2014-09-24,3771,Inayity
Heritage Day (South Africa),2014-09-24,3773,Inayity
Heritage Day (South Africa),2014-10-14,3771,MusikAnimal
Heritage Day (South Africa),2014-10-14,3775,209.189.130.85
Heritage Day (South Africa),2015-04-18,2029,105.187.17.171
Heritage Day (South Africa),2015-04-19,3880,Knyzna1
Heritage Day (South Africa),2015-06-19,3877,Marcocapelle
Heritage Day (South Africa),2015-07-08,3895,Johnbod
Heritage Day (South Africa),2015-07-31,3899,41.208.210.88
Heritage Day (South Africa),2015-08-23,3895,41.13.158.219
Heritage Day (South Africa),2015-08-23,3915,41.13.158.219
Heritage Day (South Africa),2015-08-26,3920,41.150.157.71
Heritage Day (South Africa),2015-08-31,3895,Park3r
Heritage Day (South Africa),2015-09-10,3649,210.55.3.91
Heritage Day (South Africa),2015-09-10,3888,41.13.170.167
Heritage Day (South Africa),2015-09-10,3894,41.13.170.167
Heritage Day (South Africa),2015-09-10,3894,Cannolis
Heritage Day (South Africa),2015-09-11,3895,105.229.25.166
Heritage Day (South Africa),2015-09-16,3895,105.208.230.246
Heritage Day (South Africa),2015-09-17,3896,BD2412
Heritage Day (South Africa),2015-09-18,3890,41.168.27.65
Heritage Day (South Africa),2015-09-21,3890,Jschnur
Heritage Day (South Africa),2015-09-21,3890,Jschnur
Heritage Day (South Africa),2015-09-21,3890,Jschnur
Heritage Day (South Africa),2015-09-21,3894,41.133.196.19
Heritage Day (South Africa),2015-09-21,3909,41.133.196.19
Heritage Day (South Africa),2015-09-21,3909,41.133.196.19
Heritage Day (South Africa),2015-09-21,3926,41.133.196.19
Heritage Day (South Africa),2015-09-21,3944,41.133.196.19
Heritage Day (South Africa),2015-09-22,3222,105.228.245.64
Heritage Day (South Africa),2015-09-22,3630,105.228.245.64
Heritage Day (South Africa),2015-09-22,3860,197.89.24.53
Heritage Day (South Africa),2015-09-22,3890,196.15.213.70
Heritage Day (South Africa),2015-09-22,3890,Crystallizedcarbon
Heritage Day (South Africa),2015-09-22,3890,MusikAnimal
Heritage Day (South Africa),2015-09-22,3890,Non-dropframe
Heritage Day (South Africa),2015-09-22,3890,Onel5969
Heritage Day (South Africa),2015-09-22,3892,197.89.24.53
Heritage Day (South Africa),2015-09-22,3892,197.89.24.53
Heritage Day (South Africa),2015-09-22,3908,197.89.24.53
Heritage Day (South Africa),2015-09-23,3886,Zaian
Heritage Day (South Africa),2015-09-23,3890,41.133.196.19
Heritage Day (South Africa),2015-09-23,3962,41.133.196.19
Heritage Day (South Africa),2015-09-24,3963,Knyzna1
Heritage Day (South Africa),2015-09-24,3970,105.210.128.175
Heritage Day (South Africa),2015-09-29,3965,Primefac
Heritage Day (South Africa),2015-09-30,3965,DVdm
Heritage Day (South Africa),2015-09-30,3965,DVdm
Heritage Day (South Africa),2015-09-30,3966,41.135.123.146
Heritage Day (South Africa),2015-09-30,3969,41.135.123.146
Heritage Day (South Africa),2015-09-30,4044,41.135.123.146
Heritage Day (South Africa),2015-10-07,3965,41.177.45.15
Heritage Day (South Africa),2015-10-07,3977,41.177.45.15
Heritage Day (South Africa),2015-10-08,3973,GrahamDo
Heritage Day (South Africa),2015-10-08,3974,GrahamDo
Heritage Day (South Africa),2015-10-13,4040,Anthere
Heritage Day (South Africa),2015-10-18,4064,125.236.252.97
Heritage Day (South Africa),2015-10-29,4033,Knyzna1
Heritage Day (South Africa),2015-11-09,4028,John of Reading
Home safety,2014-01-11,6115,Widr
Home safety,2014-01-11,6134,82.25.217.145
Home safety,2014-01-30,6117,2.51.3.123
Home safety,2014-09-25,6117,203.111.234.180
Home safety,2015-01-14,6088,Jim Derby
Home safety,2015-02-22,1805,Ain Sawat
Home safety,2015-03-04,6088,80.194.38.179
Home safety,2015-10-12,6432,81.154.61.250
Home safety,2015-10-12,6581,81.154.61.250
Home safety,2015-10-12,6837,81.154.61.250
Home safety,2015-10-12,7142,81.154.61.250
Home safety,2015-10-12,7158,81.154.61.250
Home safety,2015-10-12,7221,81.154.61.250
Home safety,2015-10-13,7271,I dream of horses
Home safety,2015-10-13,7282,Niceguyedc
Home safety,2015-10-20,7348,Anthere
Human Rights Day,2014-01-24,11355,58.146.157.21
Human Rights Day,2014-02-03,11363,Bellerophon5685
Human Rights Day,2014-03-19,10907,99.237.110.101
Human Rights Day,2014-03-19,10950,99.237.110.101
Human Rights Day,2014-03-21,11230,54.240.196.185
Human Rights Day,2014-03-21,11230,UseYourGreymatter
Human Rights Day,2014-08-13,12746,105.229.209.41
Human Rights Day,2014-12-06,12756,69.47.252.116
Human Rights Day,2014-12-09,12866,109.91.39.30
Human Rights Day,2014-12-10,12695,Sroc
Human Rights Day,2014-12-10,12743,Sroc
Human Rights Day,2014-12-10,12865,49.203.241.119
Human Rights Day,2014-12-10,12887,LilyKitty
Human Rights Day,2014-12-10,12972,109.91.38.195
Human Rights Day,2014-12-10,13089,109.91.38.8
Human Rights Day,2014-12-10,13116,70.50.56.83
Human Rights Day,2014-12-22,13104,117.253.244.153
Human Rights Day,2015-02-28,13104,Prcc27
Human Rights Day,2015-03-25,13752,Priker928
Human Rights Day,2015-03-28,14295,Priker928
Human Rights Day,2015-03-29,14295,Priker928
Human Rights Day,2015-03-29,14719,Priker928
Human Rights Day,2015-03-29,14990,Priker928
Human Rights Day,2015-03-29,15053,Priker928
Human Rights Day,2015-05-18,15428,BacLuong
Human Rights Day,2015-05-22,15472,BacLuong
Human Rights Day,2015-05-22,15473,BacLuong
Human Rights Day,2015-05-22,15487,BacLuong
Human Rights Day,2015-06-19,15457,Marcocapelle
Human Rights Day,2015-06-26,15514,LilyKitty
Human Rights Day,2015-07-24,15514,220 of Borg
Human Rights Day,2015-07-24,15514,Mean as custard
Human Rights Day,2015-07-24,15515,Kirrti kr jha
Human Rights Day,2015-07-24,15523,Kirrti kr jha
Human Rights Day,2015-07-24,15713,Kirrti kr jha
Human Rights Day,2015-09-23,15164,105.210.88.162
Human Rights Day,2015-10-13,15230,Anthere
Human Rights Day,2015-11-22,15295,Nanno1992
Human Rights Day,2015-11-28,15305,Bender235
Human Rights Day,2015-12-07,15315,117.192.105.49
Human Rights Day,2015-12-07,15316,117.192.105.49
Human Rights Day,2015-12-07,15316,117.192.105.49
Human Rights Day,2015-12-07,15316,117.192.105.49
Human Rights Day,2015-12-10,15725,Megalibrarygirl
Human Rights Day,2015-12-10,15728,198.73.209.1
Human Rights Day,2015-12-10,16128,Megalibrarygirl
Human Rights Day,2015-12-10,16602,Megalibrarygirl
Human Rights Day,2015-12-10,16839,Megalibrarygirl
Human Rights Day,2015-12-10,17280,Steve03Mills
Human Rights Day,2015-12-10,17284,Americanfreedom
Human Rights Day,2015-12-10,17287,Finnusertop
Human Rights Day,2015-12-10,17313,Zntrip
Human Rights Day,2015-12-10,17344,LilyKitty
Human Rights Day,2015-12-10,17379,Davidcambay
Human Rights Day,2015-12-10,17379,Megalibrarygirl
Kaditshwene,2015-11-07,1234,Paul venter
Kaditshwene,2015-11-07,1340,Paul venter
Kaditshwene,2015-11-07,1426,Paul venter
Kaditshwene,2015-11-07,1426,Paul venter
Kaditshwene,2015-11-07,1457,Paul venter
Kaditshwene,2015-11-07,1526,Paul venter
Kaditshwene,2015-11-07,1616,Paul venter
Kaditshwene,2015-11-07,1719,Paul venter
Kaditshwene,2015-11-07,1948,Paul venter
Kaditshwene,2015-11-07,2040,Paul venter
Kaditshwene,2015-11-07,2084,Paul venter
Kaditshwene,2015-11-07,2089,Paul venter
Kaditshwene,2015-11-07,229,Paul venter
Kaditshwene,2015-11-07,569,Paul venter
Kaditshwene,2015-11-07,675,Paul venter
Kaditshwene,2015-11-07,926,Paul venter
Kaditshwene,2015-11-08,2111,Axxter99
Kaditshwene,2015-11-08,3298,Axxter99
Kaditshwene,2015-11-08,3526,Axxter99
Kaditshwene,2015-11-08,3547,Axxter99
Kaditshwene,2015-11-08,3650,Axxter99
Kaditshwene,2015-11-08,3760,Axxter99
Kaditshwene,2015-11-08,3887,Axxter99
Kaditshwene,2015-11-08,3892,Axxter99
Kaditshwene,2015-11-08,3892,Axxter99
Kaditshwene,2015-11-08,4157,Axxter99
Kaditshwene,2015-11-08,4272,Paul venter
Kaditshwene,2015-11-08,4273,Paul venter
